x, y, z
-148.08, -427.02, 191.85
-134.87, -432.34, 192.24
-123.68, -438.54, 193.41
-108.07, -435.06, 190.29
-97.26, -443.27, 192.63
-85.04, -445.77, 192.63
-73.05, -449.76, 193.41
-59.43, -442.47, 189.50
-47.34, -444.85, 189.90
-33.42, -447.04, 190.29
-21.25, -450.55, 191.46
-8.82, -449.12, 190.68
3.12, -397.65, 168.80
13.21, -373.49, 158.64
20.23, -321.54, 136.76
26.82, -296.11, 126.21
32.57, -275.15, 117.61
37.18, -254.11, 109.01
41.62, -238.49, 102.76
45.42, -223.72, 96.90
50.09, -216.11, 94.17
57.56, -217.10, 95.34
59.34, -201.31, 89.09
60.87, -187.35, 83.62
62.99, -174.95, 78.93
65.09, -166.29, 75.80
66.40, -156.81, 72.29
67.25, -147.39, 68.77
66.82, -136.40, 64.47
67.55, -128.80, 61.74
72.47, -128.22, 62.52
77.36, -129.64, 64.08
83.87, -131.02, 66.03
88.99, -130.95, 67.21
92.02, -127.71, 66.82
96.61, -126.59, 67.60
105.84, -131.05, 71.50
111.79, -130.89, 73.07
124.60, -138.02, 78.93
132.79, -139.20, 81.66
135.26, -134.21, 80.88
136.89, -128.55, 79.71
138.10, -121.75, 78.15
139.98, -116.73, 77.36
138.36, -109.96, 75.02
140.27, -104.46, 74.24
142.34, -100.04, 73.85
143.10, -94.00, 72.68
144.07, -89.06, 71.89
144.07, -83.68, 70.72
146.32, -79.69, 70.72
147.63, -75.22, 70.33
90.62, -43.08, 42.59
47.15, -20.84, 21.88
44.29, -18.14, 20.32
31.86, -12.04, 14.46
32.18, -11.16, 14.46
32.47, -10.27, 14.46
30.09, -8.61, 13.28
30.34, -7.66, 13.28
49.41, -11.04, 21.49
46.98, -9.15, 20.32
46.31, -7.71, 19.93
46.50, -6.43, 19.93
47.58, -5.25, 20.32
46.79, -3.87, 19.93
47.79, -2.63, 20.32
46.93, -1.29, 19.93
48.21, 0.00, 19.48
48.20, 1.33, 19.48
48.13, 2.84, 19.48
48.03, 4.16, 19.48
48.82, 5.58, 19.85
52.32, 7.45, 21.35
51.18, 8.73, 20.98
51.83, 10.31, 21.35
53.29, 12.35, 22.10
55.62, 14.51, 23.23
56.16, 16.08, 23.60
56.51, 18.12, 23.97
58.61, 20.58, 25.10
58.89, 22.52, 25.47
59.11, 24.48, 25.85
60.95, 27.23, 26.97
61.13, 29.06, 27.35
61.84, 31.81, 28.10
62.56, 34.39, 28.84
63.19, 37.04, 29.59
62.15, 38.76, 29.59
60.90, 40.69, 29.59
60.69, 42.65, 29.97
61.54, 46.21, 31.09
61.70, 49.03, 31.84
62.46, 52.50, 32.97
63.07, 56.05, 34.09
62.18, 58.39, 34.46
62.11, 61.14, 35.21
60.16, 63.06, 35.21
60.27, 66.76, 36.34
64.12, 74.48, 39.71
69.32, 85.84, 44.58
59.06, 77.39, 39.33
53.12, 73.72, 36.71
50.03, 73.62, 35.96
49.99, 78.09, 37.46
64.08, 106.44, 50.20
64.33, 113.81, 52.82
61.17, 115.54, 52.82
57.98, 117.18, 52.82
53.50, 117.25, 52.07
50.72, 118.48, 52.07
46.30, 118.29, 51.32
43.03, 119.51, 51.32
39.44, 119.77, 50.95
36.40, 121.70, 51.32
33.04, 122.65, 51.32
29.44, 122.61, 50.95
26.25, 124.28, 51.32
22.65, 124.05, 50.95
19.10, 123.70, 50.57
15.57, 123.26, 50.20
11.37, 125.58, 50.95
7.98, 126.77, 51.32
4.49, 126.94, 51.32
1.02, 129.80, 52.44
-2.57, 130.71, 52.82
-6.20, 131.51, 53.19
-9.95, 133.14, 53.94
-13.80, 134.66, 54.69
-17.61, 135.15, 55.07
-22.15, 136.36, 55.82
-26.06, 136.61, 56.19
-30.20, 137.66, 56.94
-34.65, 139.47, 58.06
-38.71, 139.36, 58.44
-43.35, 140.91, 59.56
-47.50, 140.54, 59.94
-52.63, 142.66, 61.44
-57.57, 143.74, 62.56
-61.49, 142.10, 62.56
-68.12, 146.24, 65.18
-72.53, 145.15, 65.56
-74.41, 137.90, 63.31
-76.26, 133.69, 62.18
-77.03, 125.70, 59.56
-78.90, 120.12, 58.06
-80.05, 114.86, 56.57
-80.98, 109.63, 55.07
-82.25, 105.17, 53.94
-83.33, 100.73, 52.82
-83.02, 94.91, 50.95
-85.33, 91.58, 50.57
-86.51, 87.88, 49.82
-94.24, 90.61, 52.82
-104.24, 94.85, 56.94
-112.43, 96.79, 59.94
-122.23, 99.51, 63.68
-135.95, 104.60, 69.30
-141.77, 103.00, 70.80
-143.02, 98.02, 70.05
-144.10, 93.04, 69.30
-145.81, 88.57, 68.93
-156.67, 42.20, 65.56
-158.52, 38.72, 65.93
-159.66, 33.72, 65.93
-161.44, 29.48, 66.31
-163.11, 25.18, 66.68
-164.66, 20.80, 67.05
-164.24, 16.18, 66.68
-166.56, 10.48, 67.43
-168.64, 5.96, 68.18
-168.74, 1.33, 68.18
-169.64, -3.33, 68.55
-172.26, -8.12, 69.68
-171.98, -12.86, 69.68
-173.40, -17.77, 70.43
-175.61, -22.89, 71.55
-176.74, -27.99, 72.30
-178.64, -33.35, 73.42
-181.13, -39.74, 74.92
-181.77, -45.15, 75.67
-183.14, -50.87, 76.79
-184.33, -56.71, 77.92
-185.34, -62.64, 79.04
-186.15, -68.68, 80.17
-191.94, -76.87, 83.54
-193.16, -83.59, 85.04
-195.83, -91.21, 87.28
-199.06, -99.46, 89.91
-200.34, -107.08, 91.78
-202.15, -115.30, 94.03
-203.17, -124.50, 96.27
-205.89, -134.09, 99.27
-207.66, -144.73, 102.27
-209.57, -154.79, 105.26
-213.27, -166.78, 109.39
-217.18, -179.67, 113.88
-221.23, -193.50, 118.75
-225.36, -208.32, 123.99
-228.17, -222.86, 128.86
-231.99, -241.28, 135.23
-235.87, -259.22, 141.60
-241.36, -280.36, 149.47
-247.03, -303.43, 158.08
-252.73, -328.48, 167.45
-263.23, -362.30, 180.93
-269.94, -393.87, 192.92
-258.51, -400.37, 192.55
-246.45, -405.73, 191.80
-232.45, -407.52, 189.55
-219.85, -411.30, 188.43
-206.80, -413.87, 186.93
-192.53, -417.64, 185.80
-179.32, -423.48, 185.80
-168.97, -431.70, 187.30
-154.84, -430.08, 184.68
-142.38, -432.41, 183.93
-131.77, -440.60, 185.80
-118.88, -441.37, 184.68
-106.71, -444.47, 184.68
-94.45, -447.24, 184.68
-82.46, -451.49, 185.43
-69.31, -449.00, 183.56
-54.72, -447.28, 182.06
-42.41, -448.61, 182.06
-30.31, -453.31, 183.56
-17.84, -453.97, 183.56
-5.09, -432.04, 174.57
6.07, -386.59, 156.21
17.46, -403.88, 163.33
22.33, -315.38, 127.74
28.63, -290.66, 118.00
34.16, -270.44, 110.13
39.18, -253.82, 103.77
43.64, -238.97, 98.15
47.51, -224.98, 92.90
52.81, -219.98, 91.40
58.84, -218.45, 91.40
60.57, -202.53, 85.41
62.05, -188.46, 80.17
64.38, -178.84, 76.79
65.90, -168.36, 73.05
67.87, -158.54, 69.68
67.93, -147.35, 65.56
67.43, -136.29, 61.44
68.98, -130.29, 59.56
73.45, -129.96, 60.31
78.91, -131.07, 61.81
84.98, -132.75, 63.68
90.68, -133.43, 65.18
93.77, -130.14, 64.81
98.44, -128.99, 65.56
106.02, -131.28, 68.18
112.60, -131.84, 70.05
124.88, -138.33, 75.30
133.12, -139.54, 77.92
137.30, -134.10, 77.54
136.85, -126.50, 75.30
139.58, -122.08, 74.92
140.74, -116.43, 73.80
138.77, -108.52, 71.18
140.96, -104.11, 70.80
143.77, -100.20, 70.80
143.37, -94.17, 69.30
143.53, -88.73, 68.18
144.64, -83.26, 67.43
145.24, -78.37, 66.68
145.69, -73.51, 65.93
56.21, -26.45, 25.10
45.87, -20.06, 20.23
41.25, -16.71, 17.98
30.40, -11.35, 13.11
28.95, -9.91, 12.36
30.98, -9.66, 13.11
30.34, -8.56, 12.74
33.26, -8.40, 13.86
50.67, -11.33, 20.98
46.45, -8.86, 19.10
44.84, -7.28, 18.36
45.97, -5.99, 18.73
48.88, -5.01, 19.85
47.15, -3.52, 19.10
48.16, -2.27, 19.48
48.20, -0.95, 19.48
49.48, 0.39, 18.99
49.45, 1.75, 18.99
48.44, 3.24, 18.64
49.26, 4.66, 18.99
52.82, 6.46, 20.43
51.70, 7.77, 20.07
51.47, 9.19, 20.07
53.02, 10.98, 20.79
53.61, 12.65, 21.14
55.95, 14.83, 22.22
56.42, 16.63, 22.58
56.82, 18.46, 22.94
58.06, 20.64, 23.65
58.34, 22.57, 24.01
60.28, 25.25, 25.09
59.45, 27.13, 25.09
60.36, 29.57, 25.80
62.01, 32.52, 26.88
63.53, 35.58, 27.95
64.14, 38.27, 28.67
62.12, 39.76, 28.31
61.00, 41.46, 28.31
60.59, 43.66, 28.67
60.86, 46.44, 29.39
62.26, 50.69, 30.82
62.47, 53.36, 31.54
61.67, 55.68, 31.89
64.61, 62.12, 34.40
62.87, 63.87, 34.40
61.73, 66.26, 34.76
66.68, 75.63, 38.70
68.76, 82.45, 41.21
57.80, 73.32, 35.84
53.53, 71.88, 34.40
51.00, 72.56, 34.04
50.01, 75.49, 34.76
48.11, 77.82, 35.12
64.71, 111.40, 49.45
62.96, 115.60, 50.53
59.34, 116.46, 50.17
56.11, 118.04, 50.17
51.72, 116.98, 49.10
48.48, 118.36, 49.10
45.21, 119.64, 49.10
41.29, 119.08, 48.38
38.57, 121.95, 49.10
33.98, 122.33, 48.74
30.61, 123.22, 48.74
27.01, 123.11, 48.38
23.79, 124.72, 48.74
20.20, 124.40, 48.38
16.90, 125.84, 48.74
13.44, 126.25, 48.74
10.03, 127.51, 49.10
6.67, 130.53, 50.17
3.08, 130.66, 50.17
-0.52, 131.63, 50.53
-4.72, 133.42, 51.25
-8.44, 134.17, 51.60
-12.21, 134.82, 51.96
-16.02, 135.36, 52.32
-20.01, 136.71, 53.04
-23.92, 137.03, 53.40
-27.86, 137.24, 53.76
-32.46, 140.06, 55.19
-36.54, 140.02, 55.55
-40.89, 140.75, 56.26
-45.89, 143.13, 57.70
-50.42, 143.58, 58.41
-55.92, 144.54, 59.49
-60.95, 145.53, 60.56
-66.27, 145.24, 61.28
-71.88, 146.72, 62.71
-76.10, 137.14, 60.21
-77.78, 135.12, 59.85
-78.93, 132.28, 59.13
-79.04, 124.54, 56.62
-79.82, 118.45, 54.83
-81.32, 112.86, 53.40
-82.69, 108.35, 52.32
-83.29, 103.13, 50.89
-84.28, 98.68, 49.81
-85.71, 94.94, 49.10
-87.28, 92.21, 48.74
-88.81, 88.11, 48.02
-98.68, 92.67, 51.96
-108.87, 96.74, 55.91
-117.92, 99.12, 59.13
-130.10, 103.39, 63.79
-141.10, 105.94, 67.73
-144.72, 102.56, 68.09
-144.76, 95.90, 66.66
-145.76, 90.90, 65.94
-147.39, 86.39, 65.58
-150.03, 81.72, 65.58
-150.56, 76.71, 64.86
-151.77, 72.15, 64.51
-152.84, 67.57, 64.15
-153.78, 62.99, 63.79
-154.58, 58.41, 63.43
-155.45, 53.22, 63.07
-155.96, 48.65, 62.71
-157.24, 44.35, 62.71
-158.40, 40.01, 62.71
-161.26, 36.05, 63.43
-161.28, 31.42, 63.07
-163.00, 27.13, 63.43
-165.53, 22.90, 64.15
-166.10, 18.34, 64.15
-168.40, 13.92, 64.86
-168.72, 9.29, 64.86
-168.91, 4.64, 64.86
-169.91, -0.67, 65.22
-171.71, -4.72, 65.94
-174.28, -10.28, 67.01
-173.93, -15.06, 67.01
-175.30, -20.05, 67.73
-178.28, -26.09, 69.17
-178.42, -31.14, 69.52
-180.24, -36.59, 70.60
-181.89, -42.16, 71.67
-184.09, -48.81, 73.11
-184.47, -54.38, 73.82
-187.34, -60.87, 75.62
-188.24, -66.94, 76.69
-190.68, -73.77, 78.48
-193.75, -81.15, 80.63
-195.70, -88.36, 82.42
-199.08, -96.56, 84.93
-200.49, -104.15, 86.73
-204.08, -113.24, 89.59
-204.91, -121.18, 91.38
-206.24, -129.75, 93.53
-209.03, -140.86, 96.76
-210.40, -150.35, 99.27
-213.63, -161.72, 102.85
-217.12, -173.95, 106.79
-220.09, -186.49, 110.74
-223.92, -200.56, 115.39
-229.18, -216.91, 121.13
-232.77, -234.61, 126.86
-236.46, -251.80, 132.60
-243.09, -273.56, 140.48
-246.94, -296.12, 148.01
-253.15, -321.12, 156.97
-259.84, -348.92, 167.00
-268.94, -382.67, 179.54
-267.09, -403.15, 185.63
-253.44, -406.37, 183.84
-239.34, -408.35, 181.69
-226.68, -412.32, 180.62
-213.12, -414.25, 178.83
-200.44, -417.42, 177.75
-188.51, -421.92, 177.39
-175.88, -429.36, 178.11
-164.01, -434.04, 178.11
-149.57, -431.32, 175.24
-137.66, -435.27, 175.24
-127.44, -445.17, 177.75
-114.23, -444.89, 176.32
-102.58, -450.59, 177.39
-87.84, -450.84, 176.32
-75.72, -454.93, 177.03
-61.91, -447.59, 173.45
-47.92, -450.24, 173.81
-35.60, -452.32, 174.17
-23.34, -456.86, 175.60
-10.76, -456.39, 175.24
1.59, -405.17, 155.53
11.70, -372.31, 142.99
19.79, -335.51, 129.01
26.26, -303.21, 116.83
32.25, -281.97, 108.94
37.23, -261.57, 101.42
41.89, -245.72, 95.68
45.72, -229.83, 89.95
50.59, -218.27, 86.01
57.52, -220.41, 87.44
59.91, -206.20, 82.42
61.85, -192.92, 77.77
63.10, -179.69, 73.11
65.02, -170.04, 69.88
66.36, -158.44, 65.94
67.62, -149.75, 63.07
67.22, -138.60, 59.13
68.51, -130.63, 56.62
72.53, -129.51, 56.98
77.98, -130.68, 58.41
84.04, -132.43, 60.21
89.73, -133.16, 61.64
92.28, -129.13, 60.92
95.79, -126.54, 60.92
102.15, -127.50, 62.71
111.65, -131.77, 66.30
123.95, -138.39, 71.32
132.84, -140.35, 74.18
135.33, -135.33, 73.47
136.79, -128.46, 72.03
138.87, -123.41, 71.32
140.07, -117.74, 70.24
138.43, -110.91, 68.09
140.36, -105.38, 67.37
142.44, -100.94, 67.01
142.83, -95.44, 65.94
143.03, -89.98, 64.86
144.17, -84.50, 64.15
145.94, -79.48, 63.79
146.40, -74.60, 63.07
71.67, -34.07, 30.46
46.11, -20.38, 19.35
49.24, -20.17, 20.43
37.55, -14.19, 15.41
33.52, -11.62, 13.62
32.93, -10.42, 13.26
33.21, -9.51, 13.26
33.46, -8.59, 13.26
47.34, -10.78, 18.64
47.61, -9.47, 18.64
46.05, -7.66, 17.92
46.24, -6.40, 17.92
49.18, -5.43, 18.99
47.45, -3.92, 18.28
47.54, -2.62, 18.28
49.46, -1.36, 18.99
47.92, 0.00, 17.44
48.85, 1.34, 17.79
48.79, 2.69, 17.79
49.63, 4.10, 18.13
55.06, 6.52, 20.18
51.17, 7.28, 18.81
52.76, 9.21, 19.50
52.49, 10.66, 19.50
53.09, 12.31, 19.84
56.37, 14.71, 21.21
55.95, 16.25, 21.21
59.06, 18.93, 22.57
60.48, 28.17, 24.28
61.36, 30.66, 24.97
64.51, 34.81, 26.68
63.52, 36.56, 26.68
62.50, 38.30, 26.68
61.42, 40.00, 26.68
61.07, 42.21, 27.02
61.40, 44.98, 27.70
60.89, 47.23, 28.05
61.74, 50.67, 29.07
62.46, 54.20, 30.10
63.71, 58.43, 31.47
64.78, 62.78, 32.83
63.69, 65.21, 33.18
65.42, 71.33, 35.23
68.36, 78.78, 37.96
69.15, 84.26, 39.67
55.87, 72.02, 33.18
53.58, 73.74, 33.18
51.00, 74.41, 32.83
49.44, 76.57, 33.18
48.78, 80.31, 34.20
66.11, 115.91, 48.57
62.00, 117.10, 48.22
58.34, 117.91, 47.88
54.68, 118.62, 47.54
50.66, 118.35, 46.86
47.39, 119.70, 46.86
44.08, 120.95, 46.86
40.15, 120.34, 46.17
37.10, 122.30, 46.51
33.72, 123.27, 46.51
30.54, 125.06, 46.86
26.90, 124.94, 46.51
23.28, 124.70, 46.17
19.70, 124.37, 45.83
15.90, 125.86, 46.17
12.53, 127.18, 46.51
9.03, 127.48, 46.51
5.60, 129.56, 47.20
2.05, 130.60, 47.54
-1.56, 132.49, 48.22
-5.24, 133.33, 48.57
-9.49, 134.04, 48.91
-13.26, 134.66, 49.25
-17.85, 136.98, 50.28
-21.61, 136.43, 50.28
-25.16, 137.74, 50.96
-29.32, 138.83, 51.65
-34.33, 140.58, 52.67
-38.93, 142.30, 53.70
-43.37, 142.98, 54.38
-47.58, 142.62, 54.72
-52.45, 143.91, 55.75
-57.08, 144.16, 56.43
-62.13, 145.13, 57.46
-67.27, 145.93, 58.49
-72.51, 146.55, 59.51
-74.86, 140.06, 57.80
-77.29, 135.50, 56.78
-78.05, 128.50, 54.72
-79.52, 123.15, 53.36
-80.75, 117.82, 51.99
-81.19, 111.75, 50.28
-83.09, 107.99, 49.59
-83.06, 102.02, 47.88
-84.61, 98.28, 47.20
-86.11, 93.16, 46.17
-87.33, 89.41, 45.49
-92.45, 89.59, 46.86
-102.50, 94.00, 50.62
-111.43, 96.69, 53.70
-122.76, 100.75, 57.80
-134.39, 104.25, 61.91
-144.03, 105.51, 64.98
-143.78, 99.37, 63.62
-144.89, 94.36, 62.93
-147.42, 90.34, 62.93
-148.22, 85.32, 62.25
-148.86, 80.32, 61.56
-151.01, 76.20, 61.56
-152.48, 71.02, 61.22
-154.37, 66.80, 61.22
-152.66, 61.14, 59.85
-155.16, 57.24, 60.20
-156.68, 52.96, 60.20
-156.28, 48.08, 59.51
-157.54, 43.76, 59.51
-159.60, 39.64, 59.85
-159.71, 35.04, 59.51
-163.62, 29.88, 60.54
-164.38, 25.37, 60.54
-165.95, 20.96, 60.88
-167.40, 16.49, 61.22
-168.72, 11.95, 61.56
-169.93, 7.34, 61.91
-170.06, 2.67, 61.91
-171.95, -2.03, 62.59
-171.83, -6.75, 62.59
-176.27, -11.79, 64.30
-176.81, -16.71, 64.64
-177.22, -21.68, 64.98
-177.38, -27.38, 65.33
-178.41, -32.58, 66.01
-181.12, -38.25, 67.38
-183.66, -44.09, 68.75
-185.29, -49.13, 69.77
-185.46, -55.46, 70.46
-187.44, -61.72, 71.82
-187.44, -67.48, 72.51
-192.51, -75.35, 75.24
-195.56, -82.81, 77.30
-198.34, -90.49, 79.35
-201.68, -98.80, 81.74
-201.38, -107.64, 83.11
-204.06, -116.39, 85.51
-206.41, -125.37, 87.90
-206.83, -133.55, 89.61
-210.83, -144.50, 93.03
-212.10, -154.10, 95.42
-215.24, -165.60, 98.84
-218.62, -177.98, 102.61
-221.48, -190.67, 106.37
-225.88, -205.54, 111.16
-230.31, -221.44, 116.29
-233.09, -238.65, 121.42
-237.92, -257.38, 127.57
-243.13, -277.97, 134.41
-250.37, -302.65, 142.96
-253.54, -324.22, 149.80
-262.40, -355.26, 160.75
-271.34, -389.32, 172.72
-267.24, -406.84, 177.17
-252.99, -409.23, 175.11
-238.82, -411.16, 173.06
-223.56, -414.32, 171.35
-211.66, -419.47, 171.01
-196.00, -420.80, 168.96
-183.61, -424.30, 168.27
-173.98, -434.42, 170.33
-161.00, -436.40, 169.30
-148.94, -440.66, 169.30
-136.50, -443.69, 168.96
-123.75, -445.46, 168.27
-110.32, -444.13, 166.56
-98.88, -450.67, 167.93
-84.68, -453.55, 167.93
-72.62, -458.49, 168.96
-58.77, -451.00, 165.54
-46.55, -454.31, 166.22
-34.04, -455.42, 166.22
-21.65, -459.00, 167.25
-8.87, -451.91, 164.51
3.12, -397.48, 144.67
13.45, -380.34, 138.52
20.53, -326.37, 119.02
29.11, -295.51, 108.08
34.39, -272.23, 99.87
39.28, -254.46, 93.71
43.39, -237.57, 87.90
46.99, -222.50, 82.77
52.87, -220.21, 82.43
58.17, -215.95, 81.40
60.04, -200.77, 76.27
62.30, -189.22, 72.51
63.66, -176.83, 68.40
65.42, -167.14, 65.33
68.04, -158.95, 62.93
68.85, -149.34, 59.85
66.67, -134.76, 54.72
69.03, -130.38, 53.70
73.98, -130.89, 54.72
79.49, -132.03, 56.09
85.62, -133.75, 57.80
91.38, -134.46, 59.17
93.39, -129.61, 58.14
98.63, -129.23, 59.17
107.45, -133.05, 62.25
115.78, -133.43, 64.30
131.48, -143.36, 70.80
135.37, -139.69, 70.80
139.15, -135.91, 70.80
139.39, -128.85, 69.09
141.46, -123.73, 68.40
141.91, -117.40, 67.04
140.64, -109.98, 64.98
143.61, -106.08, 64.98
144.16, -100.48, 63.96
144.89, -94.36, 62.93
145.02, -88.87, 61.91
145.78, -83.91, 61.22
148.03, -79.87, 61.22
147.65, -74.50, 60.20
55.27, -26.01, 22.23
45.55, -20.14, 18.13
48.77, -19.76, 19.15
35.21, -13.15, 13.68
33.78, -11.57, 13.00
31.40, -9.79, 11.97
31.65, -8.93, 11.97
31.92, -7.93, 11.97
51.44, -11.08, 19.15
47.11, -8.80, 17.44
47.33, -7.50, 17.44
48.45, -6.31, 17.79
47.67, -4.88, 17.44
47.79, -3.57, 17.44
49.75, -2.35, 18.13
47.92, -0.94, 17.44
49.16, 0.58, 16.93
49.13, 1.93, 16.93
49.06, 3.28, 16.93
48.95, 4.63, 16.93
50.68, 6.20, 17.58
49.56, 7.45, 17.26
52.12, 9.31, 18.23
53.70, 11.12, 18.88
55.22, 13.03, 19.53
54.84, 14.54, 19.53
56.23, 16.58, 20.19
57.55, 18.70, 20.84
58.80, 20.91, 21.49
59.96, 23.20, 22.14
59.30, 24.84, 22.14
61.08, 27.87, 23.12
61.98, 30.37, 23.77
62.67, 33.18, 24.42
64.20, 36.29, 25.39
63.18, 38.04, 25.39
62.11, 39.76, 25.39
62.56, 42.52, 26.05
61.20, 44.46, 26.05
61.45, 47.28, 26.70
62.33, 50.74, 27.67
63.06, 54.29, 28.65
62.94, 57.27, 29.30
64.07, 61.60, 30.60
65.00, 66.03, 31.91
67.68, 72.64, 34.18
68.16, 77.31, 35.49
69.64, 83.51, 37.44
57.95, 73.51, 32.23
53.65, 72.04, 30.93
51.90, 74.47, 31.25
49.83, 75.87, 31.25
48.23, 78.01, 31.58
55.09, 94.84, 37.77
63.31, 116.25, 45.58
59.67, 117.10, 45.25
56.43, 118.70, 45.25
52.38, 118.47, 44.60
48.38, 118.12, 43.95
44.98, 120.47, 44.28
41.65, 121.66, 44.28
37.53, 122.00, 43.95
34.42, 123.90, 44.28
30.77, 123.88, 43.95
27.15, 123.76, 43.63
24.10, 126.31, 44.28
20.16, 124.13, 43.30
17.12, 127.45, 44.28
13.51, 126.93, 43.95
10.01, 127.25, 43.95
6.61, 129.37, 44.60
2.56, 130.46, 44.93
-1.03, 131.42, 45.25
-4.74, 134.18, 46.23
-8.43, 134.00, 46.23
-12.20, 134.66, 46.56
-16.11, 136.15, 47.21
-20.12, 137.53, 47.86
-23.90, 136.92, 47.86
-28.03, 138.07, 48.51
-32.24, 139.09, 49.16
-37.00, 141.81, 50.46
-40.89, 140.74, 50.46
-46.46, 142.98, 51.77
-51.57, 143.23, 52.42
-56.86, 145.28, 53.72
-61.57, 145.40, 54.37
-65.94, 144.52, 54.70
-71.55, 146.05, 56.00
-76.10, 143.73, 56.00
-76.23, 136.12, 53.72
-78.49, 131.54, 52.74
-79.01, 123.43, 50.46
-81.31, 119.65, 49.81
-81.81, 113.53, 48.18
-84.32, 110.49, 47.86
-83.76, 103.72, 45.91
-84.74, 99.22, 44.93
-85.54, 94.75, 43.95
-86.80, 90.99, 43.30
-89.27, 88.57, 43.30
-97.87, 91.91, 46.23
-108.84, 96.72, 50.14
-117.98, 99.17, 53.07
-130.69, 103.02, 57.30
-141.81, 105.61, 60.88
-144.66, 101.67, 60.88
-145.41, 95.52, 59.90
-146.37, 90.49, 59.25
-148.80, 86.43, 59.25
-150.29, 81.86, 58.93
-150.80, 76.84, 58.28
-152.00, 72.26, 57.95
-153.33, 67.07, 57.63
-154.24, 62.47, 57.30
-155.01, 57.88, 56.97
-157.44, 53.90, 57.30
-156.86, 49.61, 56.65
-158.34, 44.66, 56.65
-159.51, 40.29, 56.65
-161.48, 36.10, 56.97
-162.41, 31.64, 56.97
-163.22, 27.17, 56.97
-164.84, 22.80, 57.30
-165.41, 18.26, 57.30
-167.78, 13.20, 57.95
-169.03, 8.64, 58.28
-170.15, 4.01, 58.60
-171.14, -0.67, 58.93
-172.00, -5.41, 59.25
-173.63, -10.92, 59.90
-174.21, -15.78, 60.23
-176.53, -20.89, 61.21
-178.69, -26.15, 62.18
-179.64, -32.08, 62.83
-181.47, -37.58, 63.81
-183.13, -43.21, 64.79
-184.62, -48.95, 65.76
-186.83, -55.08, 67.07
-187.94, -61.07, 68.04
-187.97, -66.84, 68.69
-192.24, -74.37, 70.97
-194.48, -81.45, 72.60
-198.20, -89.49, 74.88
-199.92, -96.97, 76.51
-202.21, -105.04, 78.46
-205.04, -113.77, 80.74
-205.90, -121.77, 82.37
-206.77, -131.22, 84.32
-208.57, -140.55, 86.60
-211.55, -151.18, 89.53
-214.10, -162.07, 92.46
-217.68, -174.40, 96.04
-221.45, -189.13, 100.27
-226.69, -204.65, 105.16
-229.87, -219.29, 109.39
-233.49, -237.18, 114.60
-238.48, -255.96, 120.46
-242.61, -275.19, 126.32
-264.63, -317.33, 142.27
-285.66, -362.36, 158.88
-279.54, -375.38, 161.16
-276.19, -392.98, 165.39
-268.42, -405.15, 167.34
-256.18, -410.77, 166.69
-241.92, -412.76, 164.74
-229.12, -416.77, 163.76
-214.98, -417.86, 161.81
-202.19, -421.06, 160.83
-187.33, -423.74, 159.53
-177.77, -433.98, 161.48
-165.10, -436.93, 160.83
-151.17, -435.95, 158.88
-139.42, -440.84, 159.20
-60.92, -453.56, 157.57
-46.74, -456.19, 157.90
-34.47, -461.07, 159.20
-19.97, -461.93, 159.20
-5.14, -435.85, 150.09
7.52, -382.86, 131.86
19.11, -405.18, 139.67
24.63, -312.94, 108.09
31.85, -288.52, 99.95
37.70, -264.91, 92.14
42.27, -247.93, 86.60
46.65, -229.80, 80.74
51.89, -219.94, 77.81
59.51, -220.94, 78.79
61.23, -204.73, 73.58
63.14, -189.25, 68.69
65.12, -176.53, 64.79
67.44, -166.51, 61.86
68.58, -156.80, 58.93
68.44, -145.44, 55.35
67.82, -133.11, 51.44
71.97, -130.91, 51.44
78.49, -131.54, 52.74
84.10, -132.52, 54.04
89.83, -133.30, 55.35
93.46, -130.78, 55.35
98.16, -129.67, 56.00
105.23, -131.35, 57.95
112.47, -132.73, 59.90
126.17, -140.86, 65.11
133.79, -140.25, 66.74
136.93, -135.85, 66.42
137.85, -129.45, 65.11
138.53, -123.10, 63.81
140.41, -118.03, 63.16
139.90, -111.18, 61.53
139.88, -105.03, 60.23
142.72, -101.14, 60.23
142.30, -95.08, 58.93
142.46, -89.62, 57.95
144.86, -85.67, 57.95
146.34, -81.20, 57.63
147.98, -76.13, 57.30
94.61, -45.43, 36.14
44.03, -19.67, 16.60
47.25, -19.35, 17.58
49.53, -18.72, 18.23
34.84, -12.08, 12.70
31.55, -9.98, 11.39
31.82, -9.11, 11.39
30.22, -7.76, 10.74
47.98, -10.73, 16.93
49.19, -9.58, 17.26
47.54, -8.10, 16.60
45.89, -6.35, 15.95
46.05, -5.08, 15.95
47.12, -3.89, 16.28
47.20, -2.60, 16.28
50.09, -1.38, 17.26
48.50, 0.00, 15.76
47.53, 1.31, 15.45
48.43, 2.67, 15.76
49.29, 4.07, 16.07
49.16, 5.43, 16.07
53.70, 7.43, 17.61
50.63, 8.63, 16.69
54.10, 10.76, 17.92
52.86, 12.03, 17.61
57.11, 14.66, 19.16
56.62, 16.45, 19.16
57.96, 18.58, 19.78
58.33, 20.48, 20.09
60.41, 23.10, 21.01
59.75, 24.75, 21.01
60.68, 27.40, 21.63
62.47, 30.30, 22.56
64.14, 33.32, 23.49
64.87, 35.99, 24.10
66.31, 39.21, 25.03
62.79, 39.50, 24.10
